Full_Name,Age,Marital_Status,Employment_Status,Income_AMD,Education_Level,Loan_Amount_AMD,Loan_Purpose,Collateral,FICO_Score,Debt_to_Income_Ratio,Num_Open_Credit_Lines,Previous_Defaults,Loan_Term,Interest_Rate,Employment_Duration_Years,Alternative_Income_AMD,Creditworthiness
David Harutyunyan,42,Married,Self-Employed,2410000,Bachelor's,4350000,Leasing finance,No,511,0.51,2,1,36,16.69,13,300000,Low
Trdat Mkrtchyan,56,Widowed,Self-Employed,710000,High School,2800000,Loan granted to financial institutions,Yes,777,0.35,1,3,12,11.88,36,3100000,Low
Ara Markosyan,50,Widowed,Employed,2370000,Bachelor's,2700000,Commercial and industrial loan,No,718,0.51,2,1,48,10.1,2,1150000,Low
Liana Hakobyan,18,Single,Employed,2290000,PhD,850000,Mortgage loan,No,471,0.33,3,3,36,14.86,0,2750000,Low
Gagik Harutyunyan,44,Married,Self-Employed,510000,Master's,2250000,Loan granted to individuals,No,806,0.3,2,1,24,9.12,6,4750000,Very Low
Samvel Ghazaryan,69,Single,Employed,2470000,High School,250000,Commercial and industrial loan,Yes,502,0.58,2,2,60,14.12,5,4350000,Low
Aram Melkonyan,30,Widowed,Employed,430000,PhD,150000,Consumer loan,Yes,791,0.28,1,2,24,10.12,10,2000000,High
Hasmik Mkrtchyan,58,Widowed,Employed,2230000,Master's,450000,Loan granted to individuals,Yes,594,0.5,1,2,36,10.19,2,1450000,Low
Lilit Gevorgyan,20,Married,Employed,1190000,High School,4200000,Leasing finance,Yes,756,0.13,3,1,48,18.58,2,1150000,High
Samvel Avagyan,56,Married,Self-Employed,2430000,PhD,1000000,Leasing finance,Yes,445,0.13,2,0,60,16.05,12,2650000,Very Low
Artur Gevorgyan,23,Widowed,Unemployed,0,Bachelor's,4150000,Agricultural loan,No,537,0.32,4,4,60,16.1,2,550000,Low
Nune Harutyunyan,25,Single,Employed,270000,Bachelor's,1050000,Loan granted to individuals,Yes,723,0.39,3,0,60,13.45,2,2700000,Medium
Trdat Vardanyan,44,Divorced,Employed,1970000,Bachelor's,4000000,Leasing finance,Yes,591,0.4,4,4,24,13.55,20,0,Low
Mari Harutyunyan,26,Widowed,Self-Employed,1650000,Master's,1650000,Loan granted to financial institutions,Yes,455,0.12,2,3,60,12.33,1,1600000,Low
Gagik Petrosyan,54,Married,Self-Employed,1930000,Master's,250000,Consumer loan,Yes,649,0.45,2,2,12,13.78,11,1050000,Low
Vahagn Harutyunyan,50,Divorced,Unemployed,0,High School,1200000,Leasing finance,Yes,741,0.16,1,2,24,15.46,11,4850000,Very Low
Samvel Avetisyan,68,Married,Employed,2110000,PhD,3150000,Mortgage loan,Yes,542,0.58,3,4,12,11.05,22,3600000,Low
David Avagyan,59,Single,Employed,1490000,High School,3950000,Consumer loan,No,506,0.27,4,2,60,11.88,30,1700000,Very Low
Mari Karapetyan,61,Widowed,Self-Employed,810000,Master's,1300000,Mortgage loan,Yes,727,0.23,2,0,36,14.44,9,450000,Medium
Gor Gevorgyan,41,Single,Self-Employed,270000,Master's,4450000,Consumer loan,Yes,557,0.25,2,1,36,13.23,20,2550000,Very Low
Levon Avetisyan,32,Widowed,Employed,2070000,Bachelor's,4600000,Agricultural loan,Yes,334,0.57,1,2,24,18.01,2,1050000,Low
Ruben Avetisyan,49,Divorced,Self-Employed,2930000,Bachelor's,1650000,Leasing finance,Yes,428,0.34,1,2,24,18.04,5,2650000,Very Low
Vahan Sargsyan,49,Single,Employed,1290000,PhD,900000,Loan granted to individuals,No,729,0.32,1,3,48,12.7,24,4150000,Medium
Ruzanna Mkrtchyan,41,Married,Employed,1170000,Bachelor's,900000,Leasing finance,Yes,618,0.38,3,1,12,13.96,21,3050000,Low
Narek Harutyunyan,58,Single,Employed,2570000,Master's,1900000,Mortgage loan,Yes,394,0.57,3,4,36,19.74,29,3150000,Low
Ara Avetisyan,69,Single,Retired,76000,Master's,1650000,Mortgage loan,Yes,519,0.25,2,1,48,18.1,14,2700000,Very Low
Ruzanna Mkrtchyan,66,Married,Employed,1250000,Master's,1350000,Loan granted to financial institutions,No,600,0.19,4,1,48,11.37,45,4600000,Low
Tatev Harutyunyan,66,Single,Employed,1770000,Bachelor's,2450000,Consumer loan,Yes,484,0.4,3,4,60,12.08,2,4650000,Low
David Vardanyan,69,Single,Employed,190000,Bachelor's,2500000,Agricultural loan,No,336,0.35,1,1,24,9.92,17,2550000,Very Low
Liana Karapetyan,29,Divorced,Employed,2950000,Bachelor's,750000,Commercial and industrial loan,Yes,699,0.13,1,3,12,16.46,4,1500000,Medium
Artur Markosyan,56,Divorced,Employed,2050000,PhD,3850000,Leasing finance,Yes,441,0.36,3,0,48,12.49,16,2250000,Very Low
Suren Ghazaryan,19,Divorced,Employed,1390000,Bachelor's,2600000,Consumer loan,Yes,433,0.38,2,1,60,14.9,1,900000,Very Low
Arsen Markosyan,20,Married,Unemployed,0,Bachelor's,4900000,Loan granted to financial institutions,No,744,0.45,2,0,36,17.45,1,3150000,Very Low
Ruzanna Markosyan,66,Married,Employed,2790000,PhD,3400000,Consumer loan,No,587,0.6,2,3,60,18.2,45,2500000,Low
Gor Melkonyan,54,Divorced,Employed,1850000,Master's,4950000,Mortgage loan,Yes,557,0.31,2,3,36,12.58,15,500000,Low
Aram Avagyan,66,Single,Self-Employed,2430000,High School,950000,Leasing finance,Yes,338,0.36,1,1,24,11.61,26,950000,Very Low
Edgar Hakobyan,34,Married,Self-Employed,2430000,PhD,4750000,Leasing finance,Yes,604,0.14,3,2,36,18.33,10,2350000,Low
Gevorg Hakobyan,66,Widowed,Self-Employed,1570000,Master's,1250000,Loan granted to financial institutions,Yes,582,0.52,1,1,24,13.19,36,4400000,Low
Ara Melkonyan,19,Widowed,Employed,1170000,Bachelor's,3800000,Mortgage loan,Yes,825,0.15,4,0,36,18.04,0,2800000,Very High
Ani Markosyan,19,Divorced,Employed,2050000,Bachelor's,3800000,Loan granted to individuals,Yes,706,0.57,2,3,24,10.65,0,3400000,Low
Hasmik Karapetyan,45,Married,Unemployed,0,Master's,1250000,Loan granted to individuals,Yes,658,0.27,2,0,24,19.03,21,1650000,Low
Samvel Avetisyan,40,Widowed,Employed,230000,Master's,1650000,Consumer loan,Yes,677,0.27,4,0,60,14.31,19,2850000,Medium
Hasmik Ghazaryan,54,Divorced,Employed,2130000,Bachelor's,3000000,Agricultural loan,No,768,0.26,4,4,24,10.87,24,2200000,Low
Hasmik Markosyan,49,Widowed,Employed,1310000,Bachelor's,1850000,Consumer loan,No,580,0.58,1,3,24,14.89,17,3250000,Low
Ara Sargsyan,50,Widowed,Self-Employed,630000,Bachelor's,4600000,Loan granted to individuals,Yes,310,0.59,4,3,60,18.57,13,250000,Low
Areg Avagyan,18,Widowed,Employed,1730000,Master's,2150000,Consumer loan,Yes,485,0.59,2,0,36,13.28,0,2450000,Low
Arpi Gevorgyan,36,Divorced,Self-Employed,1890000,Bachelor's,450000,Leasing finance,Yes,848,0.45,4,3,36,10.96,4,1450000,Low
Arpi Karapetyan,19,Married,Self-Employed,410000,High School,700000,Leasing finance,Yes,308,0.16,1,1,60,15.34,0,1600000,Very Low
Elina Melkonyan,61,Divorced,Employed,1170000,Master's,150000,Loan granted to financial institutions,Yes,327,0.29,4,4,36,18.18,36,4800000,Low
Arsen Poghosyan,43,Divorced,Self-Employed,630000,Master's,3450000,Commercial and industrial loan,Yes,763,0.24,4,1,24,10.33,9,900000,High
Lusine Harutyunyan,49,Divorced,Unemployed,0,Master's,2800000,Mortgage loan,No,810,0.45,1,2,36,9.46,9,1550000,Very Low
Vahan Harutyunyan,23,Married,Self-Employed,1570000,Bachelor's,1300000,Agricultural loan,Yes,801,0.35,1,2,48,9.62,0,2500000,Very Low
Lilit Vardanyan,49,Married,Employed,1250000,Bachelor's,2650000,Commercial and industrial loan,Yes,517,0.41,1,0,60,11.54,13,4300000,Very Low
Samvel Harutyunyan,21,Widowed,Self-Employed,870000,Bachelor's,2050000,Leasing finance,Yes,728,0.1,2,2,24,9.08,0,2050000,Medium
Ruben Harutyunyan,28,Divorced,Employed,2810000,PhD,4100000,Loan granted to financial institutions,Yes,302,0.49,2,1,24,13.72,7,3700000,Very Low
Elina Vardanyan,34,Widowed,Self-Employed,590000,Master's,1050000,Loan granted to individuals,Yes,486,0.58,4,2,36,16.68,5,4250000,Low
Lusine Hovhannisyan,55,Widowed,Employed,1270000,Bachelor's,1950000,Commercial and industrial loan,Yes,342,0.43,2,0,36,16.82,25,1550000,Very Low
Hasmik Nazaryan,41,Divorced,Employed,2490000,Bachelor's,4000000,Loan granted to financial institutions,Yes,710,0.53,3,3,24,16,6,1950000,Low
Ashot Markosyan,22,Divorced,Self-Employed,1750000,Master's,1150000,Loan granted to individuals,No,489,0.34,1,4,60,12.26,3,1750000,Low
Vahan Avetisyan,69,Widowed,Self-Employed,1350000,Master's,4650000,Leasing finance,Yes,341,0.11,3,0,60,17.1,46,4150000,Very Low
Nune Ghazaryan,51,Divorced,Employed,1230000,Bachelor's,3700000,Loan granted to financial institutions,Yes,396,0.6,1,0,48,15.34,2,200000,Low
Arsen Gevorgyan,23,Divorced,Employed,1730000,Master's,2900000,Leasing finance,No,816,0.13,4,0,60,18.47,5,1500000,Very High
Ara Mkrtchyan,39,Married,Employed,530000,Master's,3450000,Commercial and industrial loan,Yes,435,0.2,1,1,24,14.26,2,3350000,Very Low
Samvel Harutyunyan,28,Single,Self-Employed,190000,Master's,3750000,Leasing finance,Yes,809,0.13,2,3,60,10.98,2,2800000,Low
Gayane Ghazaryan,65,Divorced,Self-Employed,1430000,PhD,1450000,Mortgage loan,Yes,818,0.41,4,0,48,15.98,3,2150000,Very Low
Sargis Ghazaryan,33,Single,Self-Employed,870000,Master's,3100000,Leasing finance,Yes,336,0.39,1,3,24,10.66,14,2650000,Low
Artur Harutyunyan,50,Married,Employed,2610000,Master's,2650000,Loan granted to financial institutions,Yes,816,0.2,4,0,36,19.59,11,950000,Very High
Hayk Hovhannisyan,26,Single,Employed,450000,PhD,2250000,Agricultural loan,Yes,357,0.58,4,1,36,16.74,2,2150000,Low
Hovhannes Mkrtchyan,23,Married,Unemployed,0,Bachelor's,1350000,Mortgage loan,Yes,454,0.56,4,0,48,17.32,5,2500000,Low
Arman Harutyunyan,33,Married,Self-Employed,2370000,Bachelor's,1700000,Consumer loan,Yes,412,0.24,3,2,60,16.47,10,4500000,Very Low
Tatev Vardanyan,46,Single,Employed,210000,PhD,700000,Leasing finance,No,759,0.43,2,1,48,10.07,22,1300000,High
Vardan Harutyunyan,20,Widowed,Self-Employed,190000,Master's,2050000,Loan granted to financial institutions,No,741,0.53,4,0,48,14.12,2,4300000,Low
Suren Harutyunyan,37,Divorced,Employed,2290000,PhD,3700000,Loan granted to financial institutions,Yes,527,0.28,2,0,24,16.17,2,3200000,Very Low
Meline Petrosyan,53,Married,Employed,470000,High School,3000000,Agricultural loan,Yes,421,0.23,1,0,48,11.52,15,100000,Very Low
David Hakobyan,36,Married,Employed,2090000,Master's,2100000,Mortgage loan,Yes,656,0.23,4,2,48,16.47,12,3600000,Low
Gevorg Karapetyan,43,Divorced,Employed,2090000,High School,2550000,Commercial and industrial loan,Yes,567,0.51,2,2,24,18.02,18,150000,Low
Sargis Sargsyan,20,Single,Employed,610000,Master's,3750000,Commercial and industrial loan,Yes,784,0.33,4,0,60,12.02,1,4950000,High
Lusine Karapetyan,36,Widowed,Employed,170000,Bachelor's,550000,Consumer loan,Yes,303,0.46,3,2,36,11.2,8,4350000,Very Low
Mari Avetisyan,37,Divorced,Employed,2530000,High School,1750000,Consumer loan,Yes,777,0.43,1,0,48,18.71,13,1450000,High
Suren Harutyunyan,49,Widowed,Self-Employed,410000,High School,950000,Commercial and industrial loan,Yes,420,0.25,3,2,36,9.06,16,1250000,Very Low
Trdat Harutyunyan,24,Single,Employed,2890000,Master's,4400000,Loan granted to financial institutions,No,785,0.2,4,3,60,11.81,6,1900000,Low
Nune Hakobyan,69,Divorced,Retired,43000,Bachelor's,3250000,Agricultural loan,Yes,518,0.16,2,0,24,13.47,7,1750000,Very Low
Sargis Hovhannisyan,58,Single,Employed,870000,High School,3800000,Loan granted to individuals,Yes,577,0.11,4,0,36,16.39,36,1850000,Very Low
Gevorg Hakobyan,50,Widowed,Employed,1290000,Bachelor's,3050000,Loan granted to individuals,Yes,556,0.14,4,4,12,19.97,11,1550000,Low
Hayk Melkonyan,57,Divorced,Self-Employed,1770000,Bachelor's,2350000,Commercial and industrial loan,Yes,603,0.23,4,4,24,13.08,27,3100000,Low
Vahagn Petrosyan,56,Single,Employed,1250000,PhD,700000,Consumer loan,No,342,0.46,3,1,24,19.44,1,800000,Very Low
Sona Petrosyan,35,Single,Self-Employed,390000,Bachelor's,3350000,Consumer loan,Yes,829,0.18,3,3,36,13.03,15,4200000,Low
Nune Ghazaryan,57,Married,Unemployed,0,Bachelor's,2600000,Loan granted to financial institutions,Yes,449,0.36,2,3,60,16.65,27,4050000,Low
Anahit Poghosyan,18,Divorced,Employed,1610000,Master's,1600000,Mortgage loan,Yes,309,0.22,1,1,36,10.82,0,2350000,Very Low
Hasmik Karapetyan,28,Married,Employed,1990000,Master's,4000000,Leasing finance,Yes,511,0.36,1,4,36,14.06,8,4250000,Low
Ara Melkonyan,45,Divorced,Employed,610000,Master's,500000,Leasing finance,Yes,559,0.48,2,1,60,18.58,26,1200000,Very Low
Ara Mkrtchyan,42,Single,Employed,670000,Master's,850000,Mortgage loan,No,681,0.23,4,4,48,12.52,2,50000,Medium
Nune Ghazaryan,67,Divorced,Self-Employed,1610000,PhD,2000000,Leasing finance,Yes,688,0.27,1,0,12,10.16,14,3050000,Medium
Anahit Hakobyan,40,Widowed,Employed,2930000,Bachelor's,3400000,Commercial and industrial loan,Yes,635,0.46,3,1,24,14.75,16,2250000,Low
Narine Ghazaryan,48,Widowed,Employed,2990000,PhD,3150000,Loan granted to individuals,Yes,304,0.37,2,2,12,13.83,15,2800000,Very Low
Mari Gevorgyan,47,Widowed,Employed,190000,Master's,750000,Mortgage loan,Yes,382,0.15,2,4,12,11.52,27,4450000,Low
Tigran Poghosyan,59,Married,Employed,690000,Master's,4850000,Consumer loan,No,305,0.48,4,0,36,18.96,34,4800000,Very Low
Ani Petrosyan,52,Married,Employed,310000,Master's,1950000,Commercial and industrial loan,Yes,451,0.24,1,2,48,15.62,32,3150000,Very Low
Narine Mkrtchyan,24,Divorced,Employed,730000,Master's,2850000,Mortgage loan,No,480,0.29,1,2,24,12.82,3,3800000,Very Low
Narek Avetisyan,33,Single,Employed,1270000,High School,500000,Leasing finance,Yes,466,0.22,4,3,36,19.96,9,400000,Low
Hasmik Poghosyan,43,Single,Employed,590000,Bachelor's,3550000,Leasing finance,Yes,769,0.37,2,4,36,10.51,22,800000,Low
Hakob Petrosyan,65,Married,Employed,1410000,PhD,4850000,Consumer loan,Yes,377,0.45,2,0,36,18.33,26,3650000,Very Low
Arpi Poghosyan,69,Single,Self-Employed,2530000,Master's,850000,Mortgage loan,Yes,711,0.5,2,4,60,11.54,37,2150000,Medium
Arman Gevorgyan,66,Married,Retired,53500,Bachelor's,3800000,Consumer loan,Yes,680,0.56,2,0,60,11.63,7,2200000,Low
Karen Hakobyan,19,Widowed,Employed,730000,Master's,850000,Mortgage loan,Yes,612,0.28,3,4,48,14.48,1,1500000,Low
Areg Poghosyan,18,Married,Self-Employed,1050000,Master's,800000,Commercial and industrial loan,Yes,694,0.57,3,2,36,16.28,0,3000000,Low
Artur Melkonyan,65,Divorced,Employed,2150000,High School,3900000,Commercial and industrial loan,Yes,842,0.41,2,3,48,16.6,37,900000,Low
Ashot Poghosyan,29,Married,Employed,1730000,Master's,150000,Agricultural loan,Yes,303,0.29,2,1,48,9.24,2,3100000,Very Low
Tigran Poghosyan,22,Divorced,Employed,1970000,Master's,2550000,Loan granted to individuals,Yes,408,0.54,2,4,36,12.16,3,850000,Low
Anush Petrosyan,54,Single,Unemployed,0,Bachelor's,4700000,Consumer loan,No,392,0.39,3,2,48,16.27,4,300000,Very Low
Gor Karapetyan,49,Widowed,Employed,2490000,PhD,2300000,Commercial and industrial loan,No,398,0.33,4,1,36,18.79,15,1650000,Very Low
Karine Gevorgyan,26,Widowed,Self-Employed,2310000,Bachelor's,2750000,Loan granted to individuals,No,491,0.11,1,1,60,16.37,1,1150000,Very Low
Anush Markosyan,58,Single,Self-Employed,1250000,Bachelor's,4950000,Loan granted to financial institutions,Yes,632,0.46,3,1,12,11.92,17,4400000,Low
Anush Melkonyan,52,Widowed,Self-Employed,870000,High School,1300000,Loan granted to financial institutions,Yes,511,0.14,2,2,36,14.59,7,250000,Very Low
Aram Avetisyan,36,Widowed,Self-Employed,2650000,Master's,3800000,Loan granted to financial institutions,Yes,506,0.24,2,0,36,16.12,6,850000,Very Low
Tatev Avagyan,65,Widowed,Employed,2650000,Bachelor's,1550000,Consumer loan,No,655,0.58,2,1,48,10.49,26,2700000,Low
Liana Hakobyan,33,Widowed,Employed,2690000,Bachelor's,4050000,Leasing finance,Yes,552,0.18,2,3,24,14.99,14,2400000,Low
Narek Harutyunyan,20,Married,Self-Employed,1990000,Master's,3600000,Consumer loan,Yes,495,0.26,4,0,36,14.19,1,200000,Very Low
Nune Poghosyan,37,Divorced,Self-Employed,1790000,High School,950000,Loan granted to financial institutions,No,561,0.57,3,2,48,12.7,3,0,Low
Lusine Avagyan,41,Married,Employed,990000,Master's,4500000,Commercial and industrial loan,No,621,0.27,1,1,48,15.86,15,4900000,Low
Narine Avagyan,50,Married,Self-Employed,850000,Master's,3400000,Loan granted to financial institutions,Yes,719,0.26,2,2,36,16,11,3250000,Medium
Tigran Markosyan,41,Widowed,Employed,2510000,PhD,750000,Leasing finance,Yes,797,0.42,4,2,36,19.69,15,1800000,High
Elina Sargsyan,69,Single,Employed,1150000,Master's,2900000,Agricultural loan,Yes,631,0.17,4,1,48,13.71,24,2350000,Low
Hayk Harutyunyan,28,Divorced,Employed,2450000,High School,3900000,Loan granted to financial institutions,No,595,0.59,2,2,48,14.84,6,1300000,Low
Mari Hakobyan,66,Widowed,Retired,65000,High School,1500000,Commercial and industrial loan,Yes,535,0.24,2,3,60,10.73,16,1700000,Low
Mari Avagyan,25,Widowed,Employed,590000,PhD,2400000,Agricultural loan,No,306,0.49,1,3,48,15.03,4,3200000,Low
Hayk Markosyan,53,Widowed,Employed,770000,Master's,2800000,Commercial and industrial loan,No,833,0.24,3,4,24,9.4,0,4400000,Low
Tatev Harutyunyan,55,Married,Employed,1450000,Bachelor's,2100000,Commercial and industrial loan,No,371,0.24,1,1,48,10.65,20,900000,Very Low
David Poghosyan,57,Married,Employed,2210000,Master's,1200000,Leasing finance,No,799,0.13,3,1,12,10.88,35,4200000,High
Arpi Poghosyan,37,Single,Employed,1530000,Bachelor's,2600000,Consumer loan,No,438,0.16,4,1,36,15.96,1,600000,Very Low
Tatev Avetisyan,52,Married,Self-Employed,2430000,PhD,2150000,Agricultural loan,Yes,685,0.36,4,4,36,15.24,22,1050000,Medium
Ara Petrosyan,65,Married,Employed,250000,PhD,1700000,Loan granted to individuals,Yes,841,0.39,2,3,60,17.78,39,150000,Low
Samvel Gevorgyan,42,Single,Employed,1030000,PhD,3000000,Leasing finance,No,623,0.51,1,3,24,14.11,1,700000,Low
Arman Hakobyan,52,Widowed,Employed,790000,PhD,4150000,Commercial and industrial loan,Yes,372,0.13,1,1,48,14.22,9,4550000,Very Low
Gayane Ghazaryan,42,Divorced,Employed,230000,PhD,150000,Loan granted to financial institutions,Yes,688,0.28,2,2,24,10.78,10,2250000,Medium
Tatev Markosyan,46,Single,Self-Employed,1250000,Bachelor's,3400000,Consumer loan,Yes,537,0.2,1,0,60,17.17,8,350000,Very Low
Gor Vardanyan,35,Divorced,Employed,690000,Master's,550000,Loan granted to financial institutions,Yes,621,0.28,4,0,36,9.04,3,4750000,Low
Ashot Mkrtchyan,63,Married,Self-Employed,2830000,Master's,650000,Mortgage loan,Yes,640,0.28,4,1,48,13.67,28,4350000,Low
Artur Melkonyan,35,Married,Employed,1310000,PhD,2500000,Loan granted to financial institutions,Yes,604,0.28,2,1,48,11.07,3,3750000,Low
Arsen Karapetyan,19,Widowed,Employed,1370000,Master's,4100000,Loan granted to financial institutions,Yes,307,0.25,2,3,36,17.48,0,4650000,Low
Nune Ghazaryan,52,Divorced,Employed,990000,High School,950000,Loan granted to financial institutions,Yes,506,0.48,3,3,60,16.41,32,1100000,Low
Elina Ghazaryan,33,Widowed,Employed,1130000,Master's,2200000,Loan granted to financial institutions,No,710,0.44,4,2,48,16.77,14,4150000,Medium
Elina Gevorgyan,58,Married,Employed,2530000,Master's,1650000,Loan granted to individuals,Yes,557,0.27,4,3,36,10.63,27,3400000,Low
Hovhannes Hakobyan,53,Widowed,Employed,2170000,Bachelor's,1900000,Mortgage loan,Yes,345,0.17,4,0,36,16.36,35,4300000,Very Low
Mari Avetisyan,50,Divorced,Employed,890000,Bachelor's,150000,Loan granted to financial institutions,Yes,425,0.36,4,0,60,16.6,32,3950000,Very Low
David Ghazaryan,21,Divorced,Employed,670000,Master's,4950000,Commercial and industrial loan,No,320,0.56,4,3,12,9.03,3,1700000,Low
Vardan Sargsyan,50,Divorced,Self-Employed,2670000,Bachelor's,3250000,Mortgage loan,Yes,469,0.16,3,0,36,12.49,3,3850000,Very Low
Artur Hakobyan,31,Widowed,Employed,270000,Bachelor's,1750000,Loan granted to financial institutions,Yes,843,0.48,2,0,60,9.96,0,1300000,Very Low
Arsen Mkrtchyan,38,Divorced,Employed,890000,High School,1800000,Agricultural loan,Yes,715,0.4,2,0,12,16.5,13,1600000,Medium
Narine Sargsyan,65,Divorced,Retired,76000,PhD,1900000,Agricultural loan,Yes,754,0.39,1,0,48,11.33,47,500000,Very Low
Nune Avagyan,37,Widowed,Employed,2550000,Master's,1950000,Agricultural loan,Yes,505,0.57,4,4,36,11.91,8,4650000,Low
Hovhannes Harutyunyan,25,Widowed,Employed,1150000,High School,1250000,Loan granted to individuals,No,632,0.58,4,1,24,9.86,7,1450000,Low
Hasmik Hovhannisyan,24,Single,Self-Employed,2290000,Master's,3200000,Commercial and industrial loan,Yes,320,0.22,2,2,48,14.32,5,2600000,Very Low
Mariam Hakobyan,20,Divorced,Self-Employed,2190000,Master's,650000,Commercial and industrial loan,Yes,364,0.5,4,4,60,9.36,0,1950000,Low
Sona Hovhannisyan,34,Single,Employed,2990000,High School,3400000,Consumer loan,Yes,387,0.41,4,2,36,18.3,6,4750000,Very Low
Ara Gevorgyan,50,Married,Employed,2070000,Bachelor's,3500000,Loan granted to individuals,Yes,778,0.3,4,4,24,9.29,27,1650000,Low
Hakob Melkonyan,65,Divorced,Retired,41000,Master's,3750000,Loan granted to individuals,Yes,342,0.43,2,4,36,9.68,4,3850000,Low
Armine Avetisyan,29,Widowed,Unemployed,0,Bachelor's,50000,Mortgage loan,Yes,440,0.58,1,2,60,16.04,6,4250000,Low
Anush Hakobyan,68,Widowed,Employed,2050000,Master's,3600000,Leasing finance,No,673,0.36,2,1,24,19.09,1,2150000,Medium
Hovhannes Avagyan,39,Single,Employed,1970000,Bachelor's,2700000,Mortgage loan,Yes,815,0.57,4,3,24,18.81,19,1850000,Low
Samvel Avagyan,39,Divorced,Employed,2670000,Bachelor's,4900000,Loan granted to individuals,No,799,0.42,2,4,60,9.92,11,3700000,Low
Artur Harutyunyan,63,Married,Employed,710000,PhD,450000,Loan granted to individuals,Yes,578,0.34,3,1,60,12.17,26,4550000,Very Low
